filename,width,height,class,xmin,ymin,xmax,ymax
victim_and_mesh_1050.png,512,288,person,320,39,418,111
victim_and_mesh_1051.png,512,288,person,275,6,321,105
victim_and_mesh_1051.png,512,288,person,347,44,454,110
victim_and_mesh_1052.png,512,288,person,299,11,348,111
victim_and_mesh_1052.png,512,288,person,370,34,474,107
victim_and_mesh_1053.png,512,288,person,307,17,371,104
victim_and_mesh_1053.png,512,288,person,389,45,502,99
victim_and_mesh_1054.png,512,288,person,330,14,391,109
victim_and_mesh_1054.png,512,288,person,404,36,512,102
victim_and_mesh_1055.png,512,288,person,339,18,415,107
victim_and_mesh_1055.png,512,288,person,424,34,512,97
victim_and_mesh_1055.png,512,288,person,1,152,99,245
victim_and_mesh_1056.png,512,288,person,2,165,116,260
victim_and_mesh_1056.png,512,288,person,371,24,451,113
victim_and_mesh_1057.png,512,288,person,170,2,213,64
victim_and_mesh_1057.png,512,288,person,409,30,505,107
victim_and_mesh_1058.png,512,288,person,368,14,470,112
victim_and_mesh_1058.png,512,288,person,24,176,140,273
victim_and_mesh_1059.png,512,288,person,49,179,160,288
victim_and_mesh_1059.png,512,288,person,386,6,497,98
victim_and_mesh_1060.png,512,288,person,77,196,185,286
victim_and_mesh_1061.png,512,288,person,128,198,197,287
victim_and_mesh_1061.png,512,288,person,415,1,512,82
victim_and_mesh_1062.png,512,288,person,151,199,216,288
victim_and_mesh_1063.png,512,288,person,179,199,248,288
victim_and_mesh_1063.png,512,288,person,1,21,89,95
victim_and_mesh_1064.png,512,288,person,2,16,111,107
victim_and_mesh_1064.png,512,288,person,209,203,278,288
victim_and_mesh_1065.png,512,288,person,4,16,111,113
victim_and_mesh_1065.png,512,288,person,244,211,307,288
victim_and_mesh_1066.png,512,288,person,13,29,148,125
victim_and_mesh_1066.png,512,288,person,273,214,346,285
victim_and_mesh_1067.png,512,288,person,31,43,157,133
victim_and_mesh_1067.png,512,288,person,303,216,374,288
victim_and_mesh_1068.png,512,288,person,182,1,231,69
victim_and_mesh_1068.png,512,288,person,430,26,512,81
victim_and_mesh_1069.png,512,288,person,65,45,168,132
victim_and_mesh_1069.png,512,288,person,321,210,404,288
victim_and_mesh_1070.png,512,288,person,88,56,182,135
victim_and_mesh_1070.png,512,288,person,343,203,423,286
victim_and_mesh_1071.png,512,288,person,117,59,207,140
victim_and_mesh_1071.png,512,288,person,356,196,463,288
victim_and_mesh_1072.png,512,288,person,131,62,225,144
victim_and_mesh_1072.png,512,288,person,368,192,492,273
victim_and_mesh_1073.png,512,288,person,155,73,244,143
victim_and_mesh_1073.png,512,288,person,406,179,512,261
victim_and_mesh_1074.png,512,288,person,179,80,262,148
victim_and_mesh_1074.png,512,288,person,425,180,510,249
victim_and_mesh_1075.png,512,288,person,200,81,281,142
victim_and_mesh_1076.png,512,288,person,216,84,306,149
victim_and_mesh_1077.png,512,288,person,248,87,321,146
victim_and_mesh_1078.png,512,288,person,258,92,359,142
victim_and_mesh_1079.png,512,288,person,195,2,253,78
victim_and_mesh_1079.png,512,288,person,442,26,512,93
victim_and_mesh_1080.png,512,288,person,285,81,370,147
victim_and_mesh_1080.png,512,288,person,12,4,124,67
victim_and_mesh_1081.png,512,288,person,312,81,406,133
victim_and_mesh_1081.png,512,288,person,30,2,140,72
victim_and_mesh_1082.png,512,288,person,316,79,431,135
victim_and_mesh_1082.png,512,288,person,46,1,154,76
victim_and_mesh_1083.png,512,288,person,73,14,168,84
victim_and_mesh_1083.png,512,288,person,347,79,475,117
victim_and_mesh_1084.png,512,288,person,91,21,173,98
victim_and_mesh_1084.png,512,288,person,354,67,477,115
victim_and_mesh_1085.png,512,288,person,121,27,187,97
victim_and_mesh_1085.png,512,288,person,389,56,495,118
victim_and_mesh_1086.png,512,288,person,140,33,206,102
victim_and_mesh_1086.png,512,288,person,398,53,512,117
victim_and_mesh_1087.png,512,288,person,152,37,219,105
victim_and_mesh_1087.png,512,288,person,406,43,508,103
victim_and_mesh_1088.png,512,288,person,179,42,239,111
victim_and_mesh_1088.png,512,288,person,1,160,100,220
victim_and_mesh_1089.png,512,288,person,192,45,256,105
victim_and_mesh_1089.png,512,288,person,5,177,114,225
victim_and_mesh_1090.png,512,288,person,216,2,264,72
victim_and_mesh_1091.png,512,288,person,206,41,269,110
victim_and_mesh_1091.png,512,288,person,11,182,119,235
victim_and_mesh_1092.png,512,288,person,237,46,289,109
victim_and_mesh_1092.png,512,288,person,46,187,144,249
victim_and_mesh_1093.png,512,288,person,243,50,304,103
victim_and_mesh_1093.png,512,288,person,71,197,165,247
victim_and_mesh_1094.png,512,288,person,263,46,341,109
victim_and_mesh_1094.png,512,288,person,100,200,187,255
victim_and_mesh_1095.png,512,288,person,288,46,368,108
victim_and_mesh_1095.png,512,288,person,135,196,209,264
victim_and_mesh_1096.png,512,288,person,304,39,377,107
victim_and_mesh_1096.png,512,288,person,163,202,235,265
victim_and_mesh_1097.png,512,288,person,320,30,400,104
victim_and_mesh_1097.png,512,288,person,202,198,266,273
victim_and_mesh_1098.png,512,288,person,237,210,296,272
victim_and_mesh_1098.png,512,288,person,339,29,427,99
victim_and_mesh_1099.png,512,288,person,259,209,320,272
victim_and_mesh_1099.png,512,288,person,358,28,446,97
victim_and_mesh_11.png,512,288,person,301,41,353,93
victim_and_mesh_11.png,512,288,person,30,159,127,202
victim_and_mesh_1100.png,512,288,person,286,198,349,266
victim_and_mesh_1100.png,512,288,person,371,18,469,93
victim_and_mesh_1101.png,512,288,person,228,3,288,74
victim_and_mesh_1102.png,512,288,person,303,203,379,265
victim_and_mesh_1102.png,512,288,person,382,6,492,86
victim_and_mesh_1103.png,512,288,person,322,199,407,268
victim_and_mesh_1103.png,512,288,person,402,1,489,82
victim_and_mesh_1104.png,512,288,person,354,198,439,260
victim_and_mesh_1104.png,512,288,person,405,2,512,71
victim_and_mesh_1105.png,512,288,person,375,193,476,250
victim_and_mesh_1105.png,512,288,person,426,3,512,63
victim_and_mesh_1106.png,512,288,person,384,179,503,251
victim_and_mesh_1107.png,512,288,person,405,180,512,234
victim_and_mesh_1107.png,512,288,person,4,121,94,162
victim_and_mesh_1108.png,512,288,person,7,131,125,178
victim_and_mesh_1109.png,512,288,person,18,135,145,183
victim_and_mesh_1110.png,512,288,person,68,147,156,198
victim_and_mesh_1111.png,512,288,person,98,151,175,207
victim_and_mesh_1112.png,512,288,person,166,172,209,252
victim_and_mesh_1112.png,512,288,person,232,206,299,271
victim_and_mesh_1112.png,512,288,person,420,154,512,190
victim_and_mesh_1113.png,512,288,person,196,161,241,229
victim_and_mesh_1113.png,512,288,person,19,3,112,68
victim_and_mesh_1113.png,512,288,person,410,1,479,61
victim_and_mesh_1114.png,512,288,person,249,2,290,72
victim_and_mesh_1115.png,512,288,person,126,158,195,211
victim_and_mesh_1116.png,512,288,person,170,160,230,217
victim_and_mesh_1117.png,512,288,person,198,162,255,220
victim_and_mesh_1118.png,512,288,person,228,168,284,227
victim_and_mesh_1119.png,512,288,person,256,164,312,220
victim_and_mesh_1120.png,512,288,person,278,166,343,221
victim_and_mesh_1121.png,512,288,person,310,161,375,223
victim_and_mesh_1122.png,512,288,person,327,159,417,218
victim_and_mesh_1123.png,512,288,person,352,157,448,210
victim_and_mesh_1124.png,512,288,person,369,146,474,203
victim_and_mesh_1125.png,512,288,person,264,4,313,73
victim_and_mesh_1126.png,512,288,person,403,141,512,193
victim_and_mesh_1127.png,512,288,person,427,123,512,177
victim_and_mesh_1129.png,512,288,person,2,50,107,105
victim_and_mesh_113.png,512,288,person,279,1,322,70
victim_and_mesh_113.png,512,288,person,337,11,415,71
victim_and_mesh_113.png,512,288,person,71,200,150,255
victim_and_mesh_1130.png,512,288,person,13,55,117,112
victim_and_mesh_1131.png,512,288,person,30,72,134,118
victim_and_mesh_1132.png,512,288,person,59,84,152,121
victim_and_mesh_1133.png,512,288,person,88,92,177,136
victim_and_mesh_1134.png,512,288,person,125,103,190,144
victim_and_mesh_1135.png,512,288,person,149,100,209,147
victim_and_mesh_1136.png,512,288,person,275,1,324,78
victim_and_mesh_1137.png,512,288,person,173,108,233,155
victim_and_mesh_1138.png,512,288,person,196,103,259,156
victim_and_mesh_1139.png,512,288,person,242,116,291,159
victim_and_mesh_114.png,512,288,person,342,33,419,104
victim_and_mesh_114.png,512,288,person,9,14,103,69
victim_and_mesh_1140.png,512,288,person,276,118,326,159
victim_and_mesh_1140.png,512,288,person,2,1,141,70
victim_and_mesh_1141.png,512,288,person,1,2,151,84
victim_and_mesh_1141.png,512,288,person,298,112,351,148
victim_and_mesh_1142.png,512,288,person,1,9,169,107
victim_and_mesh_1142.png,512,288,person,309,106,393,149
victim_and_mesh_1143.png,512,288,person,37,12,191,124
victim_and_mesh_1143.png,512,288,person,339,100,417,146
victim_and_mesh_1144.png,512,288,person,64,24,211,132
victim_and_mesh_1144.png,512,288,person,360,93,456,139
victim_and_mesh_1145.png,512,288,person,140,28,247,103
victim_and_mesh_1145.png,512,288,person,100,44,167,131
victim_and_mesh_1145.png,512,288,person,379,87,487,140
victim_and_mesh_1146.png,512,288,person,182,27,260,113
victim_and_mesh_1146.png,512,288,person,146,42,203,148
victim_and_mesh_1146.png,512,288,person,402,73,512,113
victim_and_mesh_1147.png,512,288,person,294,3,335,72
victim_and_mesh_1148.png,512,288,person,208,30,287,121
victim_and_mesh_1148.png,512,288,person,169,54,221,154
victim_and_mesh_1148.png,512,288,person,425,70,512,113
victim_and_mesh_1149.png,512,288,person,240,39,309,126
victim_and_mesh_1149.png,512,288,person,201,60,246,153
victim_and_mesh_1150.png,512,288,person,255,31,342,126
victim_and_mesh_1150.png,512,288,person,227,65,275,164
victim_and_mesh_1151.png,512,288,person,280,34,349,127
victim_and_mesh_1151.png,512,288,person,244,69,301,157
victim_and_mesh_1152.png,512,288,person,314,22,377,120
victim_and_mesh_1152.png,512,288,person,270,65,345,156
victim_and_mesh_1153.png,512,288,person,343,25,413,122
victim_and_mesh_1153.png,512,288,person,303,59,366,150
victim_and_mesh_1154.png,512,288,person,323,52,395,157
victim_and_mesh_1154.png,512,288,person,368,25,435,85
victim_and_mesh_1155.png,512,288,person,342,11,469,151
victim_and_mesh_1156.png,512,288,person,364,1,492,136
victim_and_mesh_1157.png,512,288,person,373,26,483,130
victim_and_mesh_1158.png,512,288,person,305,2,354,64
victim_and_mesh_1158.png,512,288,person,430,239,505,287
victim_and_mesh_1158.png,512,288,person,1,122,81,192
victim_and_mesh_1159.png,512,288,person,1,42,86,102
victim_and_mesh_1159.png,512,288,person,393,37,512,123
victim_and_mesh_116.png,512,288,person,1,182,115,243
victim_and_mesh_1160.png,512,288,person,415,23,512,98
victim_and_mesh_1160.png,512,288,person,5,55,96,115
victim_and_mesh_1161.png,512,288,person,18,68,124,119
victim_and_mesh_1162.png,512,288,person,44,78,143,132
victim_and_mesh_1163.png,512,288,person,72,86,173,139
victim_and_mesh_1164.png,512,288,person,101,96,184,150
victim_and_mesh_1165.png,512,288,person,125,108,207,153
victim_and_mesh_1166.png,512,288,person,162,107,221,158
victim_and_mesh_1167.png,512,288,person,198,110,244,156
victim_and_mesh_1168.png,512,288,person,231,117,271,163
victim_and_mesh_1169.png,512,288,person,1,131,109,205
victim_and_mesh_1169.png,512,288,person,324,2,378,68
victim_and_mesh_117.png,512,288,person,1,199,157,282
victim_and_mesh_1170.png,512,288,person,252,123,313,175
victim_and_mesh_1171.png,512,288,person,287,114,334,159
victim_and_mesh_1171.png,512,288,person,2,7,100,110
victim_and_mesh_1172.png,512,288,person,3,23,116,117
victim_and_mesh_1172.png,512,288,person,294,110,376,159
victim_and_mesh_1173.png,512,288,person,19,37,137,124
victim_and_mesh_1173.png,512,288,person,324,110,411,157
victim_and_mesh_1174.png,512,288,person,59,53,162,142
victim_and_mesh_1174.png,512,288,person,1,1,111,78
victim_and_mesh_1174.png,512,288,person,348,98,450,151
victim_and_mesh_1175.png,512,288,person,101,54,189,142
victim_and_mesh_1175.png,512,288,person,9,3,138,90
victim_and_mesh_1175.png,512,288,person,366,89,478,139
victim_and_mesh_1176.png,512,288,person,41,10,139,96
victim_and_mesh_1176.png,512,288,person,134,66,221,145
victim_and_mesh_1176.png,512,288,person,405,70,512,126
victim_and_mesh_1177.png,512,288,person,74,13,166,109
victim_and_mesh_1177.png,512,288,person,158,69,247,160
victim_and_mesh_1178.png,512,288,person,100,21,181,122
victim_and_mesh_1178.png,512,288,person,192,78,273,156
victim_and_mesh_1179.png,512,288,person,143,28,212,125
victim_and_mesh_1179.png,512,288,person,232,82,306,165
victim_and_mesh_118.png,512,288,person,19,197,198,288
victim_and_mesh_1180.png,512,288,person,6,143,123,208
victim_and_mesh_1180.png,512,288,person,338,3,395,65
victim_and_mesh_1181.png,512,288,person,158,30,228,130
victim_and_mesh_1181.png,512,288,person,256,79,327,152
victim_and_mesh_1182.png,512,288,person,207,154,256,254
victim_and_mesh_1182.png,512,288,person,277,184,367,265
victim_and_mesh_1183.png,512,288,person,225,135,275,230
victim_and_mesh_1183.png,512,288,person,294,164,390,235
victim_and_mesh_1184.png,512,288,person,245,64,295,148
victim_and_mesh_1184.png,512,288,person,315,89,416,156
victim_and_mesh_1185.png,512,288,person,341,1,430,71
victim_and_mesh_1186.png,512,288,person,2,138,101,202
victim_and_mesh_1187.png,512,288,person,13,76,111,143
victim_and_mesh_1187.png,512,288,person,87,214,171,288
victim_and_mesh_1188.png,512,288,person,46,52,151,116
victim_and_mesh_1188.png,512,288,person,108,194,199,282
victim_and_mesh_1189.png,512,288,person,77,48,171,121
victim_and_mesh_1189.png,512,288,person,142,197,226,276
victim_and_mesh_119.png,512,288,person,90,212,228,288
victim_and_mesh_1190.png,512,288,person,111,57,181,119
victim_and_mesh_1190.png,512,288,person,168,206,269,288
victim_and_mesh_1191.png,512,288,person,41,145,131,221
victim_and_mesh_1191.png,512,288,person,347,1,413,65
victim_and_mesh_1192.png,512,288,person,147,76,210,143
victim_and_mesh_1192.png,512,288,person,203,225,298,288
victim_and_mesh_1193.png,512,288,person,189,97,235,169
victim_and_mesh_1194.png,512,288,person,221,125,262,188
victim_and_mesh_1194.png,512,288,person,48,1,143,69
victim_and_mesh_1195.png,512,288,person,57,3,163,95
victim_and_mesh_1195.png,512,288,person,240,145,301,203
victim_and_mesh_1196.png,512,288,person,92,8,184,112
victim_and_mesh_1196.png,512,288,person,281,155,337,220
victim_and_mesh_1197.png,512,288,person,122,26,213,124
victim_and_mesh_1197.png,512,288,person,299,165,373,228
victim_and_mesh_1198.png,512,288,person,149,29,225,118
victim_and_mesh_1198.png,512,288,person,319,161,412,228
victim_and_mesh_1199.png,512,288,person,180,29,263,123
victim_and_mesh_1199.png,512,288,person,341,155,451,227
victim_and_mesh_12.png,512,288,person,316,37,373,96
victim_and_mesh_12.png,512,288,person,57,165,145,201
victim_and_mesh_120.png,512,288,person,138,211,293,288
victim_and_mesh_1200.png,512,288,person,205,31,279,132
victim_and_mesh_1200.png,512,288,person,350,152,491,212
victim_and_mesh_1201.png,512,288,person,230,29,295,114
victim_and_mesh_1201.png,512,288,person,367,129,504,205
victim_and_mesh_1202.png,512,288,person,64,147,163,225
victim_and_mesh_1203.png,512,288,person,234,19,329,110
victim_and_mesh_1203.png,512,288,person,406,132,512,190
victim_and_mesh_1204.png,512,288,person,269,19,351,104
victim_and_mesh_1204.png,512,288,person,423,118,512,173
victim_and_mesh_1205.png,512,288,person,288,18,368,97
victim_and_mesh_1206.png,512,288,person,310,7,394,90
victim_and_mesh_1207.png,512,288,person,321,8,415,89
victim_and_mesh_1208.png,512,288,person,345,5,438,87
victim_and_mesh_1209.png,512,288,person,369,3,468,83
victim_and_mesh_121.png,512,288,person,201,211,349,287
victim_and_mesh_1210.png,512,288,person,379,2,490,77
victim_and_mesh_1211.png,512,288,person,396,2,512,80
victim_and_mesh_1212.png,512,288,person,412,1,505,65
victim_and_mesh_1213.png,512,288,person,105,154,164,236
victim_and_mesh_1219.png,512,288,person,1,67,103,121
victim_and_mesh_122.png,512,288,person,300,206,391,288
victim_and_mesh_1220.png,512,288,person,5,73,123,124
victim_and_mesh_1221.png,512,288,person,25,76,148,133
victim_and_mesh_1222.png,512,288,person,51,78,162,142
victim_and_mesh_1223.png,512,288,person,66,81,172,138
victim_and_mesh_1224.png,512,288,person,208,166,273,242
victim_and_mesh_1224.png,512,288,person,42,10,120,80
victim_and_mesh_1224.png,512,288,person,414,2,495,57
victim_and_mesh_1225.png,512,288,person,118,156,185,237
victim_and_mesh_1226.png,512,288,person,91,91,207,148
victim_and_mesh_1227.png,512,288,person,118,93,213,152
victim_and_mesh_1228.png,512,288,person,144,96,238,156
victim_and_mesh_1229.png,512,288,person,172,95,253,155
victim_and_mesh_123.png,512,288,person,327,200,440,288
victim_and_mesh_1230.png,512,288,person,194,93,289,155
victim_and_mesh_1231.png,512,288,person,223,95,312,159
victim_and_mesh_1232.png,512,288,person,259,93,329,169
victim_and_mesh_1233.png,512,288,person,272,99,353,163
victim_and_mesh_1234.png,512,288,person,298,97,383,156
victim_and_mesh_1235.png,512,288,person,325,90,405,157
victim_and_mesh_1236.png,512,288,person,155,162,204,239
victim_and_mesh_1237.png,512,288,person,338,89,440,165
victim_and_mesh_1238.png,512,288,person,373,72,470,157
victim_and_mesh_1239.png,512,288,person,390,66,498,153
victim_and_mesh_124.png,512,288,person,366,185,498,288
victim_and_mesh_1240.png,512,288,person,389,59,512,143
victim_and_mesh_1241.png,512,288,person,443,54,512,133
victim_and_mesh_1241.png,512,288,person,91,3,186,81
victim_and_mesh_1242.png,512,288,person,119,1,195,75
victim_and_mesh_1243.png,512,288,person,137,1,216,87
victim_and_mesh_1244.png,512,288,person,162,1,234,88
victim_and_mesh_1245.png,512,288,person,189,1,244,77
victim_and_mesh_1246.png,512,288,person,204,6,264,79
victim_and_mesh_1247.png,512,288,person,168,165,217,243
victim_and_mesh_1248.png,512,288,person,231,1,283,81
victim_and_mesh_1249.png,512,288,person,251,1,307,82
victim_and_mesh_125.png,512,288,person,350,29,435,102
victim_and_mesh_125.png,512,288,person,379,1,456,42
victim_and_mesh_125.png,512,288,person,25,27,123,72
victim_and_mesh_1250.png,512,288,person,274,3,328,84
victim_and_mesh_1251.png,512,288,person,292,3,348,82
victim_and_mesh_1252.png,512,288,person,312,1,370,89
victim_and_mesh_1253.png,512,288,person,322,1,392,89
victim_and_mesh_1254.png,512,288,person,340,1,415,78
victim_and_mesh_1255.png,512,288,person,354,1,430,76
victim_and_mesh_1256.png,512,288,person,374,2,455,75
victim_and_mesh_1256.png,512,288,person,2,185,94,274
victim_and_mesh_1257.png,512,288,person,4,195,117,283
victim_and_mesh_1257.png,512,288,person,390,4,474,73
victim_and_mesh_1258.png,512,288,person,190,172,244,247
victim_and_mesh_1259.png,512,288,person,19,197,142,288
victim_and_mesh_1259.png,512,288,person,397,1,507,76
victim_and_mesh_1260.png,512,288,person,69,201,158,286
victim_and_mesh_1261.png,512,288,person,104,211,178,288
victim_and_mesh_1262.png,512,288,person,148,213,210,288
victim_and_mesh_1263.png,512,288,person,179,213,229,288
victim_and_mesh_1264.png,512,288,person,202,220,254,288
victim_and_mesh_1265.png,512,288,person,238,224,290,288
victim_and_mesh_1268.png,512,288,person,325,215,384,288
victim_and_mesh_1269.png,512,288,person,213,166,263,243
victim_and_mesh_1270.png,512,288,person,341,219,437,288
victim_and_mesh_1271.png,512,288,person,374,218,469,288
victim_and_mesh_1272.png,512,288,person,401,211,509,288
victim_and_mesh_1273.png,512,288,person,418,204,512,282
victim_and_mesh_1280.png,512,288,person,237,172,289,245
victim_and_mesh_1291.png,512,288,person,264,176,304,243
victim_and_mesh_13.png,512,288,person,334,33,397,91
victim_and_mesh_13.png,512,288,person,81,165,169,206
victim_and_mesh_1302.png,512,288,person,284,179,337,242
victim_and_mesh_1303.png,512,288,person,6,143,111,202
victim_and_mesh_1304.png,512,288,person,1,155,125,213
victim_and_mesh_1305.png,512,288,person,31,159,160,223
victim_and_mesh_1306.png,512,288,person,68,163,185,230
victim_and_mesh_1307.png,512,288,person,108,176,203,248
victim_and_mesh_1308.png,512,288,person,140,177,237,243
victim_and_mesh_1309.png,512,288,person,174,176,255,244
victim_and_mesh_1310.png,512,288,person,238,183,285,246
victim_and_mesh_1311.png,512,288,person,264,179,316,246
victim_and_mesh_1312.png,512,288,person,290,179,354,249
victim_and_mesh_1313.png,512,288,person,302,173,356,240
victim_and_mesh_1314.png,512,288,person,314,173,389,241
victim_and_mesh_1315.png,512,288,person,338,178,430,236
victim_and_mesh_1316.png,512,288,person,361,171,462,238
victim_and_mesh_1317.png,512,288,person,374,164,503,238
victim_and_mesh_1318.png,512,288,person,411,158,512,212
victim_and_mesh_1323.png,512,288,person,1,186,113,268
victim_and_mesh_1324.png,512,288,person,314,174,385,247
victim_and_mesh_1325.png,512,288,person,25,185,141,273
victim_and_mesh_1326.png,512,288,person,71,198,170,285
victim_and_mesh_1327.png,512,288,person,115,203,193,288
victim_and_mesh_1328.png,512,288,person,156,206,217,286
victim_and_mesh_1329.png,512,288,person,191,210,244,288
victim_and_mesh_1330.png,512,288,person,225,214,278,287
victim_and_mesh_1331.png,512,288,person,259,211,315,288
victim_and_mesh_1332.png,512,288,person,290,212,349,288
victim_and_mesh_1333.png,512,288,person,312,207,392,288
victim_and_mesh_1334.png,512,288,person,339,209,439,285
victim_and_mesh_1335.png,512,288,person,229,169,289,230
victim_and_mesh_1335.png,512,288,person,53,23,146,94
victim_and_mesh_1335.png,512,288,person,362,233,440,288
victim_and_mesh_1336.png,512,288,person,330,167,406,235
victim_and_mesh_1337.png,512,288,person,372,198,483,286
victim_and_mesh_1338.png,512,288,person,399,197,512,269
victim_and_mesh_1347.png,512,288,person,352,163,440,235
victim_and_mesh_1350.png,512,288,person,2,203,113,277
victim_and_mesh_1351.png,512,288,person,6,213,129,288
victim_and_mesh_1352.png,512,288,person,29,214,166,288
victim_and_mesh_1353.png,512,288,person,97,219,194,288
victim_and_mesh_1354.png,512,288,person,137,229,200,288
victim_and_mesh_1357.png,512,288,person,241,227,283,288
victim_and_mesh_1358.png,512,288,person,371,159,460,227
victim_and_mesh_1359.png,512,288,person,252,223,318,288
victim_and_mesh_136.png,512,288,person,368,1,458,94
victim_and_mesh_136.png,512,288,person,49,39,122,80
victim_and_mesh_1361.png,512,288,person,315,223,376,288
victim_and_mesh_1362.png,512,288,person,208,1,263,100
victim_and_mesh_1362.png,512,288,person,277,19,336,106
victim_and_mesh_1363.png,512,288,person,224,3,262,69
victim_and_mesh_1363.png,512,288,person,281,4,357,96
victim_and_mesh_1364.png,512,288,person,384,226,499,288
victim_and_mesh_1365.png,512,288,person,406,135,512,234
victim_and_mesh_1366.png,512,288,person,414,50,512,146
victim_and_mesh_1366.png,512,288,person,2,137,96,185
victim_and_mesh_1367.png,512,288,person,1,73,106,127
victim_and_mesh_1368.png,512,288,person,1,32,130,92
victim_and_mesh_1369.png,512,288,person,389,157,484,217
victim_and_mesh_1370.png,512,288,person,30,12,150,70
victim_and_mesh_1371.png,512,288,person,65,13,180,82
victim_and_mesh_1372.png,512,288,person,94,31,200,96
victim_and_mesh_1373.png,512,288,person,126,57,231,110
victim_and_mesh_1374.png,512,288,person,147,77,252,126
victim_and_mesh_1375.png,512,288,person,179,99,281,149
victim_and_mesh_1376.png,512,288,person,215,124,312,170
victim_and_mesh_1377.png,512,288,person,240,137,340,177
victim_and_mesh_1378.png,512,288,person,272,147,377,179
victim_and_mesh_1379.png,512,288,person,289,145,402,181
victim_and_mesh_1380.png,512,288,person,409,154,512,215
victim_and_mesh_1381.png,512,288,person,328,138,440,180
victim_and_mesh_1382.png,512,288,person,355,127,481,179
victim_and_mesh_1383.png,512,288,person,369,118,504,168
victim_and_mesh_1384.png,512,288,person,405,111,512,154
victim_and_mesh_1385.png,512,288,person,424,101,512,140
victim_and_mesh_1385.png,512,288,person,50,236,132,286
victim_and_mesh_1391.png,512,288,person,437,144,512,204
victim_and_mesh_14.png,512,288,person,213,43,249,118
victim_and_mesh_14.png,512,288,person,242,29,295,87
victim_and_mesh_14.png,512,288,person,398,26,496,86
victim_and_mesh_1417.png,512,288,person,426,235,508,288
victim_and_mesh_1426.png,512,288,person,2,152,112,199
victim_and_mesh_1427.png,512,288,person,32,156,135,210
victim_and_mesh_1428.png,512,288,person,56,162,155,211
victim_and_mesh_1429.png,512,288,person,98,166,175,220
victim_and_mesh_143.png,512,288,person,5,194,141,288
victim_and_mesh_1430.png,512,288,person,128,167,190,222
victim_and_mesh_1431.png,512,288,person,160,168,219,221
victim_and_mesh_1432.png,512,288,person,192,172,239,229
victim_and_mesh_1433.png,512,288,person,208,173,273,228
victim_and_mesh_1434.png,512,288,person,234,176,294,233
victim_and_mesh_1436.png,512,288,person,262,174,324,230
victim_and_mesh_1437.png,512,288,person,290,171,355,231
victim_and_mesh_1438.png,512,288,person,311,169,394,229
victim_and_mesh_1439.png,512,288,person,346,173,418,219
victim_and_mesh_144.png,512,288,person,76,203,190,285
victim_and_mesh_1440.png,512,288,person,356,166,452,218
victim_and_mesh_1441.png,512,288,person,370,161,482,216
victim_and_mesh_1442.png,512,288,person,393,153,512,220
victim_and_mesh_1443.png,512,288,person,418,143,512,202
